"gaptext","date"
"A moment to enjoy the little luxuries in life. #Sundays https://t.co/WxKWHBP7kU http://t.co/Rhc7EG4BFl",2015-04-12
"That moment when you have to shed layers to keep from sweating. We're not complaining. #gapisms",2015-04-11
"Your weekend wardrobe just got an upgrade. Shop new staple pieces for the perfect go-to look: http://t.co/BcE3LQ7dd5 http://t.co/gGDeOgL3VU",2015-04-11
"15 seconds is all it takes for this romantic encounter to turn weird. http://t.co/YtQfX4B7EY #SpringIsWeird http://t.co/sOsGl2nwIo",2015-04-11
"Back to the basics — editor @lauren_valenti kicks off her day in our tie-waist dress. #Styldby http://t.co/cdTnBk1fcE http://t.co/Aej1Q9jDL8",2015-04-10
"@christylamb41 Sorry for the trouble. Feel free to give us a call at 1-800-GAP-STYLE. We're happy to assist you with placing the order.",2015-03-31
"@EndlessKate Hi there. We're happy to see what options are available. Can you let us know your order number? Thanks!",2015-03-31
"@damselindior This look is everything!",2015-03-31
"If our new khaki is cool enough for DJ @WillPowerSmith, it's cool enough for you. #Styldby http://t.co/03pqcn8k5u http://t.co/1XWCgqLM7E",2015-03-31
"@DinahSusan Give us a call at 1-800-GAPSTYLE and we can see if there is something we can do to help.  Thanks!",2015-03-31
"@WHOisDRE Only available positions will populate. Its possible there are no available openings. You might want to double check with the mgr.",2015-03-31
"@g_cjwrushden Please email us at custserv@gap.com. We can help, but need a more open dialog. You can also call us at 0800 368 0674. Thanks.",2015-03-31
"@EndlessKate We need more info to help. Call us at 1-800-GAPSTYLE.  Sorry for the inconvenience.",2015-03-31
"@marquetti We'll forward your request to our merchants so they're aware. We'll notify our followers of new styles when they come out.",2015-03-30
"It's never too soon for tropical daydreams. Get our bedford jogger shorts: http://t.co/QKgJGRUmRn http://t.co/r7P3noJ8Zd",2015-03-30
"@g_cjwrushden Sorry to hear this. Feel free to call us at 0800 368 0674 at your convenience. We're happy to see what's going on. Thanks!",2015-03-30
"@londonchic Sorry to hear this. We'll make it available to the store's leadership so it can be addressed. Thanks for letting us know!",2015-03-30
"@happycamper1804 Because #SpringIsWeird :)",2015-03-30
"Style your #springuniform with our skinny fit denim &amp; oxford shirts like @insp_holic. #Styldby http://t.co/ZNezt92FKJ http://t.co/cDoJi1IOWD",2015-03-30
"@ChelseaMargery Sorry to disappoint, please email us at custserv@gap.com so we can get more info.  We want to help if we can.",2015-03-30
"@intothethistles We hope you will call in so we have the opportunity to help.  1-800-GAPSTYLE.  Sorry for the inconvenience.",2015-03-18
"@GiaSalardi We would like to help if possible. Send us an email with details of your concern so we can look into it.  custserv@gap.com",2015-03-18
"Meet the new Gap khaki. Join us on 3/19 for shopping &amp; style tips from @GQReport experts. http://t.co/k6opW4oiLo http://t.co/ZDmMPUmPN8",2015-03-17
".@SXSW is in full swing! Grab your Gap festival T online or visit any merch booth. http://t.co/fj5D1e07Gc #GapatSXSW http://t.co/4GLtHhuVJR",2015-03-17
"Rock the new skinny khaki at your next gig like Brooklyn-native @hahaJoel. Get yours: http://t.co/sHA9P4a5N2 #Styldby http://t.co/eosIZaxIwX",2015-03-17
"@PaulinaGongar &lt;3 #APefectFit",2015-03-17
"@VickiNewton90 So sorry. We have passed along your feedback to store leadership. Please visit again so we can improve on this experience.",2015-03-17
"Good things take time. Find more #quotes here: http://t.co/aIoAIzQFIC http://t.co/0axuvMPJTj",2015-03-16
"Good things take time. Find more #quotes here: http://t.co/aIoAIzQFIC http://t.co/0axuvMPJTj",2015-03-16
"Our spring uniform is light layers, cool stripes &amp; white denim. Shop new men's arrivals: http://t.co/sicz0IvIm8 http://t.co/eDSe4hU7FR",2015-03-16
"See how one woman uses local resources to empower women in Ghana #WomenInspire: http://t.co/hv9yOha92q
https://t.co/Qc8N0Bsyz2",2015-03-16
"New spring accessories and coffee keep us in a positive mindset this time of year. http://t.co/vqiAdammrJ http://t.co/niFhuop6Sz",2015-03-16
"Blogger @viewfromthetopp lives in sandals that's empowering women in Guatemala. #WomenInspire http://t.co/hv9yOhrKr0 http://t.co/UChIDxZqx5",2015-03-15
"Enjoy today. Find more #quotes here: http://t.co/aIoAIzQFIC http://t.co/6fUVkpDfg5",2015-03-14
"We will gladly replace our heavy coat for lightweight layers like this cool denim bomber: http://t.co/kwpSV1h7e0 http://t.co/hAXuLnGRDQ",2015-03-14
"2 more dates! Stop by our 54th st. store 3/14 for custom denim, @thesanchwich. #GapArtofDenim http://t.co/Nh60AzbRtC http://t.co/FLJBZgAQbO",2015-03-13
"When you forget your jacket but you remember bae. #SpringIsWeird http://t.co/YtQfX4B7EY http://t.co/R5fjNGcdnZ",2015-03-13
"Meet the new Gap khaki. Join us on 3/19 for shopping &amp; style tips from @GQReport experts. http://t.co/k6opW46HTQ http://t.co/34g0ArWugv",2015-03-12
"Fighting the water crisis, one shoe at a time. #WomenInspire: http://t.co/hv9yOhrKr0 http://t.co/ZpvhjFe1mr",2015-03-12
"Get out on a rainy day w/ our lived-In shirt &amp; khakis like photographer @withhearts. #Styldby http://t.co/6XQgE7mjKe http://t.co/FqPVPznpYp",2015-03-12
"Get @jennyslate's look from ep. 6 — marled crew, light denim &amp; utility jacket. #SpringIsWeird http://t.co/YtQfX4B7EY http://t.co/Bj62C26ECH",2015-03-11
"When Paul forgets his jacket on a brisk day, @jennyslate helps warm him up. #SpringIsWeird http://t.co/YtQfX4jwgo
https://t.co/JobkGbBdxR",2015-03-11
"We're excited to be the official tee of @sxsw! Pre-order or visit any merch booth: http://t.co/fj5D1e07Gc #GapatSXSW http://t.co/KLdK31pmR8",2015-03-10
"""I live in jackets with the cuffs rolled back so I'm free to paint."" —@bythebrush #Styldby http://t.co/OeqnHLhOEn http://t.co/MeJAvADq8Y",2015-03-10
"Keep some room in your heart for the unimaginable. Find more #quotes here: http://t.co/aIoAIzQFIC http://t.co/zyu8xOw9nG",2015-03-09
"Meet our new fleece jogger &amp; hoodie. Wear heather grey on heather grey for an easy, cool look: http://t.co/xqtdQ3rAoP http://t.co/Hd0lTSbngB",2015-03-09
"Francesca Kennedy solves Guatemala's water crisis &amp; empowering women w/ sandals. #WomenInspire http://t.co/hv9yOha92q http://t.co/gWrvTYBmlE",2015-03-09
"A woman’s shoe company is solving Guatemala’s water crisis &amp; empowering women #WomenInspire: http://t.co/hv9yOha92q
https://t.co/oUCXgdqmsi",2015-03-08
"Women are the fabric that holds the world together. http://t.co/hv9yOhrKr0 #WomenInspire  #IWD2015 http://t.co/BBZqUy2PKm",2015-03-08
"Say yes to new adventures. Find more #quotes here: http://t.co/aIoAIzQFIC http://t.co/Eu2UNDvwiu",2015-03-07
"Cool is taking over. Shop our men's new arrivals: http://t.co/sicz0IvIm8 http://t.co/QLH1SE7gbG",2015-03-07
"We love the swing of denim on denim. cc: @stephsterjovski. Share your Gap style with hashtag #StyldbyYou. http://t.co/tOhdpMtKng",2015-03-06
"Rain or shine or rain or shine or rain. #SpringIsWeird http://t.co/YtQfX4jwgo http://t.co/NnKnnuNVBW",2015-03-06
"Give yourself a little bit of credit.  Find more #quotes here: http://t.co/aIoAIzQFIC http://t.co/E5EGuhxIsS",2015-03-05
"3 artists, 3 dates. Stop by our 54th &amp; 5th ave store for custom denim. #GapArtofDenim http://t.co/Nh60Aztsla http://t.co/XueULuYW0j",2015-03-05
"Our iconic denim jacket is a must-have for spring. @harpersbazaarus http://t.co/b8JP7eH4Vy http://t.co/E81UvjXgtF",2015-03-05
"Pair our light grey side-zip sweater with the new Gap khaki like blogger @Rio_Soul. #Styldby http://t.co/ePN2uaRMYu http://t.co/03EdvZJlaV",2015-03-05
"Get @jennyslate's look from ep. 5 — cocoon sweater, sleeveless shirt &amp; denim. #SpringIsWeird http://t.co/YtQfX4B7EY http://t.co/OYaGJT8i8W",2015-03-04
"The forecast calls for intermittent flirting &amp; scattered crushes. @jennyslate #SpringIsWeird http://t.co/YtQfX4jwgo
https://t.co/1CY6id9oAf",2015-03-04
"Have a double denim mindset when picking your layers like blogger Reem, @FiveFiveFab. #Styldby http://t.co/D3Je9ZZ5v1 http://t.co/NlHdrj44Uv",2015-03-03
"When you're tempted to wear gym clothes to the office, go with our joggers &amp; duffel instead. http://t.co/iVOxcc8GKg http://t.co/Au4VV7KLSP",2015-03-03
"""Have confidence in yourself &amp; dress according to the environment."" —@hahaJoel, Model #Styldby http://t.co/hA98CEUFru http://t.co/G0GjM0B25s",2015-03-02
"Spring into style with our #GapFit mesh top and cuffed leggings. http://t.co/vMxofkEuMe http://t.co/MONxoFzeCx",2015-03-01
"Start your next adventure w/ a Gap puffer &amp; jeans like @withhearts &amp; @bethanymarieco. #Styldby http://t.co/4c8QJ510Bl http://t.co/l0W9rYvHe5",2015-02-28
"Meet the new khaki: so versatile you will always know which pair to wear. Shop it: http://t.co/t1fqXSzLqR http://t.co/eOkrnom4h6",2015-02-28
"Nothing goes better than a cool wall and Gap resolution denim. #APerfectFit http://t.co/87FtbJrCh6 http://t.co/Ponl3PUOl2",2015-02-27
"The iconic denim worker shirt — spruced up for spring. http://t.co/U4PAc1K0RK http://t.co/ZPQadv8puL",2015-02-27
"We’re partial to blue (and black). #thedress",2015-02-27
"Spring is almost here. Which means the sun is almost mostly here, sort of. #SpringIsWeird http://t.co/YtQfX4B7EY http://t.co/Du96UghKdv",2015-02-27
"Be present. Find more #quotes here: http://t.co/aIoAIzQFIC http://t.co/UayUErahjR",2015-02-26
"Give spring a warm welcome. Stop by a Gap store for up to 40% off select styles. http://t.co/pYxLzRWU64 http://t.co/nEmD1SMgxQ",2015-02-26
"Get @jennyslate &amp; Paul's look from episode 4 — cable sweater, v-neck tee &amp; dark jeans. http://t.co/YtQfX4jwgo http://t.co/Ju4zd0XDP7",2015-02-25
"Paul and @jennyslate chase a sliver of sun, but wind up catching each other. #SpringIsWeird http://t.co/YtQfX4jwgo
https://t.co/BGfl486zR8",2015-02-25
"""Let us forget the past, and think of the present."" - Nelson Mandela #Gapx46664 http://t.co/NgMETSPLAs http://t.co/pjBCB7kr9i",2015-02-24
"Now sprouting: New spring sweaters. http://t.co/zXFtw3ekjQ http://t.co/fUBpO6vJik",2015-02-24
"Enjoy your own company. Find more #quotes here: http://t.co/aIoAIzQFIC http://t.co/GFCjTKpvkp",2015-02-23
"Leandra of @ManRepeller styles her Gap resolution denim for business cool. #Styldby http://t.co/3EmBgCCjaL http://t.co/HQ0LyHRNP3",2015-02-23
"Could not be more excited for @PattyArquette tonight! We've been fans for a long time. #GapSpring2002 #WomenInspire",2015-02-23
"Popcorn, check. Bingo, check. What are your predictions for the big night? http://t.co/WQKZjoYH6e",2015-02-23
"From yoga to training, reach for our #GapFit breathe top. http://t.co/eiJZbTiv4T http://t.co/Wib7EFoUqr",2015-02-22
"Good things are going to happen. Find more #quotes here: http://t.co/aIoAIzQFIC http://t.co/fyMfJ3PkjJ",2015-02-21
".@melissasonico hangs at the studio in her favorite pair of Gap resolution denim. #APerfectFit http://t.co/hYBMlEMP42 http://t.co/SlqfipTKvZ",2015-02-21
"Meet the Carpenter. Reinforced construction with classic details. http://t.co/F59359Ncsa http://t.co/1yshM0yaLG",2015-02-20
"When you realize you shouldn’t have Liked that photo from 41 weeks ago. #SpringIsWeird http://t.co/YtQfX4B7EY http://t.co/3uhJBWZQZK",2015-02-20
"""It is in your hands to create a better world for all who live in it."" - Nelson Mandela #Gapx46664 http://t.co/guJrS0SCTd",2015-02-19
"You heard it from us first: khakis are not just for dads anymore. Shop the new khaki now: http://t.co/uoxCv5uBXO http://t.co/OqzWyryuM9",2015-02-19
"Blogger @apieceoftoast wears Gap denim for a day near the Golden Gate Bridge. #Styldby http://t.co/0SWfplIUeX http://t.co/GktaGFfQk6",2015-02-19
"Get Paul's look from episode 3 -- dark jeans &amp; a gingham shirt under an unstructured blazer. http://t.co/YtQfX4B7EY http://t.co/oxmzGzSLYO",2015-02-18
"If you like Paul liking @jennyslate, then you’re going to like the first date. #SpringIsWeird http://t.co/YtQfX4jwgo
https://t.co/yXwNf4W91v",2015-02-18
"Photographer Esther created the coolest layflat with her Gap resolution denim. #APerfectFit http://t.co/Q9fIyRJFmL http://t.co/nlrssiEQmo",2015-02-17
"Step into spring in our relaxed fit v-neck sweater, high-rise denim, &amp; leather accessories: http://t.co/3hCQChOZHQ http://t.co/KelqCWAt6l",2015-02-17
"Add a Gap striped tee &amp; 3-in-1 parka to an afternoon walk like @viewfromthetopp. #Styldby http://t.co/IbgJ4i09x3 http://t.co/gAO8nLruzc",2015-02-16
"Refresh your closet with 40% off your purchase on http://t.co/09gUyCS0ct &amp; in stores. http://t.co/O6Dts5d9IT http://t.co/6n7TH1m7Hw",2015-02-16
"Meet our new Resolution Denim w/ premium stretch to define your shape. #APerfectFit Shop now: http://t.co/hYBMlEMP42 http://t.co/XAQnw7quZ2",2015-02-15
"Outdoor runs &amp; rides are just around the corner. Celebrate w/ a #GapFit workout look (or two). http://t.co/Onfk3sOLdv http://t.co/kPcnVSyFX5",2015-02-15
"You've got to find people who love like you do. Find more #quotes here: http://t.co/aIoAIzQFIC http://t.co/gFH1rKIUSu",2015-02-14
