"jcrewtext","date"
"Taking the @PenfieldUSA Snowcap for J.Crew jacket for a test-drive. #Discovered http://t.co/FeHSjVODmE",2013-12-27
"The difference between the right fit and the almost-right fit is that there is no such thing as the almost-right fit #jcrewtruths",2013-12-26
"The best gift you've ever received? Discuss.",2013-12-26
"Who wouldn't want to be kissing on a mountain top http://t.co/bGk5WU617O #happyholidays",2013-12-25
"Gift, unwrap, repeat. #todaysactivities",2013-12-25
"Your best cookie recipes. GO. #inthekitchen",2013-12-24
"How much plaid do you think we can get away with wearing at once? #nosuchthingastoomuch",2013-12-24
"Parkas and peppermint patties. #winterpairs",2013-12-24
"A baby in a polka-dot snowsuit. You’re welcome. http://t.co/YBlIzjDIUd  #jcrewbaby",2013-12-22
"For the guy that has everything: http://t.co/FceLccGG9s #jcrewmens",2013-12-21
"Mittens and mulled wine. #winterpairs",2013-12-20
"Guys, last minute shopping woes? Ask a Very Personal Stylist for help (they're like girlfriend whisperers). http://t.co/jkeVGYxt95",2013-12-20
"#TBT to our 1988 catalog cover when cable knits and khakis were king http://t.co/6GZdupB0PK",2013-12-19
"Get what you really want. By @DonorsChoose founder Charles Best. More at http://t.co/pHLcE7UCEO. #wishlisted http://t.co/2CGcJZSeWf",2013-12-19
"Don't be scrooge-y, now #101giftideas: http://t.co/a5KEbJUOhu",2013-12-18
"Get what you really want. By Gus &amp; Scout. More at http://t.co/pHLcE7UCEO. #wishlisted #crewcuts http://t.co/aNjauRscp9",2013-12-17
"#tweetingduringmeeting",2013-12-17
"Are your suit's lapels wider than your smartphone? Time to #graduatetoludlow",2013-12-16
"Whenever we can't decide what to wear in the morning we just think, ""What would Michael Caine do?"" #wwmcd",2013-12-16
"Ridiculously, uncontrollably, oh-my-gosh-we-can't-stand-it cute: http://t.co/iqeaZsXd22",2013-12-15
"How to get what you really want. By Jenna Lyons. See more at http://t.co/ZRJbxOJffy. #wishlisted http://t.co/ET0clD2Oeg",2013-12-14
"Assuming you all have to leave the house today at some point. Tell us your cold weather secrets.",2013-12-12
"RT if you're wearing a furry hooded parka. We've spotted at least 10 in our elevator today. #spottedeverywhere",2013-12-12
"Now that it's 28 degrees in New York, our head men's designer Frank tells @details how to up your scarf-tying game: http://t.co/Z92TSx0wOS",2013-12-11
"Glow-in-the-dark for your littlest Jedi-in-training. http://t.co/qbBXuzYMqg @starwars #crewcuts",2013-12-11
"Nothing says winter like a head covered in cashmere.",2013-12-11
"Like mother, like daughter: Violet Gaynor, co-founder of @theglowdotcom, and her little one Plum, in J.Crew Baby. http://t.co/lNUb9ZfSsD",2013-12-10
"Glitter glitter glitter glitter glitter. http://t.co/GTvxysaNjL",2013-12-10
"If babies could talk, they'd ask for stripes.",2013-12-09
"We have to say, @Jack, it's pretty hard to contain our excitement to 140 characters when you stop by. http://t.co/dhkZ98gwP6",2013-12-09
"""The rule about London style is that there are no rules,"" says @Witblog. For more on her bold approach… http://t.co/ogjVmLcVhZ",2013-11-06
".@GearPatrol counts our single-button Ludlow as one of the top 100 items every guy should own &amp; we've got to agree: http://t.co/P6MJl0DsXB",2013-11-05
"Countdown to London: @CaroIssa cooks us her favorite British dish—bangers &amp; mash. http://t.co/jAEMjkJoip #hellolondon #4daystogo",2013-11-04
"The writing is on the wall (Graphic designer @timothyogoodman at work on our Fifth Avenue elevator).… http://t.co/suumFOFWrK",2013-11-01
"Continuing our love for all things British: http://t.co/5EMmeIX0si @habituallychic",2013-11-01
"#fifthave elevator talk: ""The better you are @Twitter, the worse you are at life. #truth #lesigh."" http://t.co/4GGHnYiupQ",2013-10-31
"BOO. ������ (thank you, flourshop). #happyhalloween http://t.co/r9vd1N1J0j",2013-10-31
"Countdown to Regent Street: illustrator @jocandraw takes us on a tour of her Hackney studio: http://t.co/WJgfu8pXyZ #hellolondon #9daystogo",2013-10-30
"Shhh. We’ve got a secret (we’ll share it tomorrow) #hushhush",2013-10-28
"Writer @sophiedahl recalls her first cashmere sweater (dusty pink) + first grown-up romance (Christmas in NYC): http://t.co/7gMW3xHIv4",2013-10-28
"Spotted: A felt hat by Bailey for J.Crew (i.e., the preferred milliner of Hollywood). #Discovered http://t.co/HyljOYvNqa",2013-10-27
"Interviewing Lauren Hutton,@alexa_chung new book &amp; novelty mustaches are topping Jenna's Picks (lately):http://t.co/kJesYVYejJ @InterviewMag",2013-10-27
"Spotted outside the @boweryhotelnyc: Stylish Londoner @yasminsewell. #ootd http://t.co/8S5lK2IbFK",2013-10-24
"Great (British) escape. #onlocation #styleguide http://t.co/AFCmtQDISU",2013-10-23
"Our new November #styleguide was shot in the Cotswolds, England. Pretty idyllic, right? #onlocation http://t.co/u474BU0fOZ",2013-10-23
"Our men's stylist masters the art of boy meets girl with our Ludlow blazer &amp; a slim-fitting pant:http://t.co/dtM5e4elLH #borrowedfromtheboys",2013-10-23
"On your marks: Our November #styleguide sneak peek is here. Pin + shop your favorite looks: http://t.co/ZQIdabNBuK @pinterest",2013-10-21
"Our new London men's store is in an old townhouse that dates back to the 1800s. http://t.co/RTHkYxTHiU http://t.co/igsh4EMDz8",2013-10-19
"Taking cues from our friends across the pond: beards + @EbbetsVintage baseball caps. #youhearditherefirst #londondispatch",2013-10-19
"We’ve officially opened the doors to our men’s store at #38Lambs Conduit Street. Come say hi.… http://t.co/TH64O7Y34O",2013-10-19
"Author and journalist Mr. Majd + his preferred method of transportation. #onlocation #sportcoat http://t.co/J7DAQVyMZt",2013-10-18
"Designer Lisa Salzer at our #jcrewxlulufrost DIY jewelry event. In NYC this weekend? Pop by our SoHo… http://t.co/1AbjolXKhJ",2013-10-17
"New Yorkers, come create your own customized jewelry with @Lulu_Frost at our SoHo store this Friday.… http://t.co/bZE8iOkVQR",2013-10-16
"Today's the last day to get @TheRossSeaParty's new single ""In Cairo"" on us: http://t.co/n82dKzbAV3 #musicmonday",2013-10-14
"Oh snap! For your Sunday viewing pleasure: http://t.co/mMCcMBe0DQ @instagram",2013-10-13
"A tutorial from our friend Sean @TeaAndSympathy, otherwise known as Cockney Rhyming Slang 101: http://t.co/UUw8b6fqas #hellolondon",2013-10-13
".@NETAPORTER fashion director Holli Rogers talks her shoe-first approach to dressing and her style crush @CaroIssa: http://t.co/13g5hIOp3J",2013-10-12
"Tea time with Net-A-Porter fashion director. holli_rogers #hellolondon @ Tea &amp; Sympathy http://t.co/kqBMunh2f1",2013-10-11
"Two guys in our office try two of our new Ludlow suits on for size (&amp; look pretty sharp while doing so): http://t.co/mYcwbmQcss #nowtrending",2013-10-11
"Bright coats, statement sparkle &amp; new music (get @TheRossSeaParty's new single on us). http://t.co/WufYbraaCl #lookswelove",2013-10-08
"Fall started 17 days ago. So you're 17 days late for a new coat: http://t.co/wAZXOpqawG",2013-10-08
"We love borrowing from the boys and we love that it's finally catching on: http://t.co/5EibGiKYDh @WSJ",2013-10-07
"Lazy Sunday reading RT @GearPatrol: 30 Minutes With Frank Muytjens, head of men's design @JCrew. http://t.co/eznJSTQmkp",2013-10-06
"The Signature: Our graphic designer Sarah tackles fall transitional dressing with a vintage bomber &amp; a track pant. http://t.co/HyKyDA0lDP",2013-10-03
"@LilHoboClown Tall ladies, we've got you covered.",2013-10-02
"We borrowed the wool flannel for this Ludlow jacket from the boys (it comes from the Vitale Barberis… http://t.co/Sq4j3l8otD",2013-09-30
"Jewelry designer and collaborator @Lulu_Frost at work in her studio. #Discovered #jewelry http://t.co/uxoZf2jnzS",2013-09-28
"All @PrivateWhiteVC jackets are outfitted with the brand's signature ""Made in Manchester"" buttons.… http://t.co/yAFVWxIavU",2013-09-26
"Our friend &amp; blogger @FrouFrouu shows off our Bailey for J.Crew hat. (Made-in-the-USA, in Hollywood,… http://t.co/KFLbt8sxA5",2013-09-25
"We're feeling red. MT @mistermort: whats the most classic thread color for a monogram on (navy) sweater? red or white?",2013-09-24
"""Someone can say, oh I have that same tie--actually ya don't."" says @MISTERMORT. More on the secrets of monogramming: http://t.co/ln5zIrRtcE",2013-08-21
"Get to know #Discovered--a really unique assortment of items we've come across over the years &amp; through word of mouth:http://t.co/T89YhuATWA",2013-08-21
"Just catching up on some light reading. #voguestagram #TheSeptemberIssue
@voguemagazine http://t.co/wRvstysw7K",2013-08-20
"Want an exclusive first-look at our September Style Guide before anyone else? http://t.co/JhigdUCKyB #SneakPeek",2013-08-19
"British set designer Shona Heath installs life-size, floating taxi cabs outside our future London store http://t.co/tUkNVGYgzT #jcrewxshona",2013-08-16
"Unveiled: British set designer Shona Heath's fantastical take on a London classic, the taxi cab.… http://t.co/05kn0u15P3",2013-08-16
"Piecing together the puzzle; 
otherwise known as, our jewelry designer Meghan at work. http://t.co/tQhlmQ45Z4",2013-08-15
"Double your flavor, double your fun. RT @ESQStyle: @AlfredSargent for @JCrew Double Monk Strap Shoes http://t.co/3iHVP4uMqt",2013-08-14
"Sneak peek: British set designer Shona Heath at work on our London store installation, to be unveiled… http://t.co/edkZtgQ3mn",2013-08-14
".@WITblog shows you what to pack (should you end up in Capri, or somewhere
else dreamy + warm) http://t.co/eUqsn6hmYO",2013-08-12
"#TGIF pizza on location @isawythe. @ Isa http://t.co/d7n53mtcDg",2013-08-09
"The gentlemen at @GearPatrol know our Ludlow single button sportcoat is part of every man's closet essential. http://t.co/MVnvCYnvEq",2013-08-09
".@Diana_Cowan And those bunnies were some of our most well-behaved models…",2013-08-09
"Our pleasure. RT @TheCut: We asked, @Jcrew answered. THANK YOU! http://t.co/wqna0ojupa",2013-08-09
"RT @PippaVosper: See yesterday's http://t.co/r170hOO8bA post for just a taste of the incredible @jcrew BRIDAL COLLECTION #AffordableLuxury",2013-08-09
"Why thank you @marthaward2",2013-08-09
"We hear you! Stay tuned…MT @TheCut @jcrew &amp; Jenna Lyons: Pls bring back the scoop-back tank swimsuit. It was perfect: http://t.co/iSA25vecym",2013-08-08
"Jenna calls being featured in @S_C_’s #picassobaby video alongside @Mickalenethomas &amp; #FredWilson ""epic."" http://t.co/UcBEsYMUv3",2013-08-08
"It's true, we'll see you in October, at Brompton Cross &amp; Lamb's Conduit: http://t.co/zI4VDxfjTQ via @BritishVogue. #hellolondon",2013-08-07
"You know what they say, behind every good man is a good woman. #OnSet
#behindthescenes http://t.co/W4m5DxYZSZ",2013-08-06
".@acontinuouslean admits that his procrastination lead to uncovering the perfect Ludlow tuxedo: http://t.co/oTXZIA1yNP",2013-08-05
"So, we're on a denim kick. #nowtrending http://t.co/1vFPRlXtnq",2013-08-04
"Here's what Jenna's into (lately): @NARSissist in isola bella, Iris Apfel, @Miranda_July's email project, and @S_C_. http://t.co/3EWTWiqsk5",2013-08-02
"Men's merchant Michael @theclevelandnyc. #behindthescenes #lunchbreak http://t.co/QvskOx5zSw",2013-08-02
"Our summer intern Saul on set at the West Village's Tertulia. #workingit #nyc http://t.co/x02JnSm8PY",2013-08-01
"Our crewcuts designer Jenny Cooper on stockpiling men's shirts and unfussy kids clothes on @Romy_theBunnies: http://t.co/WtnDHjlcyS",2013-07-30
"Guys, rumpled shirts are OK + don't use your oven for storing sweaters. More from men's designer Frank @details: http://t.co/kFLtWh5QmX",2013-07-30
"Upper East Sider and surfer, @voguemagazine @BosterValerie fearlessly pairs a PJ top with Collection jacquard shorts: http://t.co/yDeiJupjJP",2013-07-29
"A swipe of pink goes a long way. facestockholm #ingoodcompany http://t.co/mXrdudzmpn",2013-05-28
"Lipstick trials facestockholm. See more at http://t.co/Q1YRM1ftwq #ingoodcompany http://t.co/AUSjaxwQjd",2013-05-28
"The guys at @harrys want to change the way you think about shaving in the morning: http://t.co/Oz6a7xxCah #ingoodcompany",2013-05-28
"Maasai jewelry. #onlocation #styleguide #tanzania http://t.co/h3haaX7kiK",2013-05-26
"Behind-the-scenes with @liyakebede. #onlocation #styleguide http://t.co/vQcjEE648U",2013-05-26
"For more on @liyakebede's first trip to Tanzania with J.Crew, check out http://t.co/Q1YRM1ftwq. #styleguide http://t.co/X0xSVF5wj3",2013-05-26
"Summer at its finest. @pretasurf #jcrewonfilm http://t.co/wF1aUG3xQQ",2013-05-25
"Ready to hit the water. Watch the film at http://t.co/uFdDyIf8Yp @pretasurf #jcrewonfilm http://t.co/NWiAp6SrRD",2013-05-25
"Summer loves with @pretasurf (and, oh yeah, their new collection for us is pretty rad too): http://t.co/qk3FXyaTLN #jcrewonfilm",2013-05-25
"Our London pop-up, where you can find cashmere, jewels &amp; monograming, ends today. Come say hello: http://t.co/BBU7yMSNdn #hellolondon",2013-05-25
"Catching up with @caroissa in her equally chic London apartment. Stay tuned for more. #hellolondon http://t.co/fuWIE3pmVr",2013-05-25
"Behind the scenes at the cfda/ @VogueMagazine Fashion Fund shoot. Shop the collections at http://t.co/pHLcE7UCEO.… http://t.co/kkvx3HwxFj",2013-05-25
"London, we're yours. #hellolondon #jcrewcsm http://t.co/9VMJXYAjA9",2013-05-24
"Take your pick. #hellolondon #jcrewcsm http://t.co/tRjUz8YEA2",2013-05-24
"Designer #GregChait puts on vinyl and talks cashmere: http://t.co/opMxmSvCaV #fashionfund",2013-05-24
"One of our beautiful jeweled collars, available exclusively at our London pop-up store. #hellolondon… http://t.co/ViCNqNquJl",2013-05-24
"Our pop-up store at Central Saint Martins is open today through Saturday. Come say hello, London.… http://t.co/w8nGn3Qzfq",2013-05-24
"Pretty ladies! primandpretty @bridgetfleming shayna121 #jcrewstylesessions @ J.Crew http://t.co/Q1yDAn9OI9",2013-05-23
"Style Session 1. Live from NYC. Join us from 6pm-8pm at your local J.Crew. #jcrewstylesessions @ J.Crew http://t.co/rOLvmUawsy",2013-05-23
"A party you won't want to miss tonight: http://t.co/arosWfSEoE #jcrewstylesessions",2013-05-23
"@marthaward2 @serenanikk1 @emmaelwickbates @ohhullofin Looking lovely, ladies.",2013-05-23
"We're having a London moment. #hellolondon #jcrewcsm @ Central Saint Martins College of Art and Design http://t.co/2XIA5xHssl",2013-05-23
"We like your style, @WITblog",2013-05-23
"Brothers Shea and Raan Parton of @Apolis walk us through a perfect day in Southern California. http://t.co/SfGoWUhsF5",2013-03-09
"That's 11 hrs, 45 mins &amp; 13 secs of sunshine. #ingoodcompany @VANS_66 http://t.co/tkOMySO4LD",2013-03-08
"We spent the day cruising around LA with four local guys and their new @vans_66 http://t.co/Pc3zSUPx62",2013-03-08
"ok, @PEGLEGGINMEGHAN you had us at J.Crew Crew: http://t.co/oq4V2Mas3w",2013-03-07
"Farewell, Tanzania. See you in the June Style Guide. #onlocation #styleguide http://t.co/LnDH70yihX",2013-03-07
"Shade seekers, Tanzania. #onlocation #styleguide http://t.co/JRyAjONHQi",2013-03-06
"Love the fur &amp; hope you wear w/the pants. MT @thecoveteur We saw Jenna Lyons wearing polka dots so we wore polka dots.http://t.co/WGzH9ucJU5",2013-03-06
"Love those pants on you @BlairEadieBEE Stripes and such &lt;new post&gt; http://t.co/SHg4GoMaIu",2013-03-04
"Go behind the scenes with Jenna at our Spring/Summer 2013 presentation. #nyfw http://t.co/AFZNIdAgmp",2013-03-04
"On location in Tanzania. #styleguide http://t.co/ZjozfZyLwR",2013-03-03
"We’re diving into @MichaelHainey’s book, After Visiting Friends, this weekend. What are you reading? http://t.co/unfsH5Wxhk",2013-03-03
"Jumping in. #behindthescenes #styleguide shoot. http://t.co/EOk58ttkkG",2013-03-01
"Shop our new arrivals (think cold-weather comforts, party pieces and perfect presents)... http://t.co/3S2XBXZa",2011-11-10
"While you’re there, check out our newly revamped J.Crew store (and get a free gift with purchase).",2011-11-05
