"expresstext","date"
"There‚Äôs a time to show off. And it‚Äôs usually Fridays. #smooth #merino #OOTD #Back2Business http://t.co/oJPKnkliqD",2014-10-31
"Happy Halloween! Only treats from us today. Last call to get $25 off every $75 you spend w/ code 1327. GET THE OFFER: http://t.co/yt12BtXqR7",2014-10-31
"Basketball pro @ChandlerParsons put together a game-winning look on our blog. Check it: http://t.co/3sCiIw9MTS http://t.co/F1KZ0Ehpzi",2014-10-30
"Love your bag. #genuineleather http://t.co/lNdv8NIQLZ",2014-10-30
"This contrast color scheme on our piped #Portofino is your current Pinterest fave.

FOLLOW US: http://t.co/hidXTzC0hv http://t.co/rGpqs7Zivn",2014-10-30
"Magdalena is our #WCW! So. Pretty. @realmagdalena http://t.co/O6uooY12aY",2014-10-29
"Shop like it‚Äôs the weekend. Now through Friday, get $25 off every $75 you spend with code 1327. GET THE OFFER: http://t.co/Zr044bky2c",2014-10-29
"The gorgeous + fit bloggers behind @Something_Navy &amp; @SaucyGlossie took our new #EXPCore collection for a test run. http://t.co/hUXjvoE6TE",2014-10-28
"#AllTheFun last night at #CBGBFestival in #NYC with #janesaddiction ! @cbgbandomfug #CBGB http://t.co/2OP4BJIM8K",2014-10-12
"#Express looks styled by blogger @grasiemercedes Verdict: Love it. #streetchic http://t.co/hqzt8HD4kP",2014-10-12
"Your new favorite #LBD is ready and waiting. #mididress #runwayheels #fallfashion http://t.co/0aOLjSh6rj",2014-10-11
"We know all about your love affair with jeans. Don‚Äôt deny yourself. Through Monday women‚Äôs jeans are $39.90 and men‚Äôs jeans are $49.90.",2014-10-11
"You could win a new Express tunic sweater when you follow us on Insta @ ExpressRunway and vote in our Playing Favorites giveaway. Get on it!",2014-10-10
"TGIFSF! (Thank goodness it‚Äôs Free Ship Friday) Spend $50 or more and we‚Äôll take care of getting it to you. SHOP NOW: http://t.co/2Yj7uGpaR3",2014-10-10
"On set today with #GQ Executive Stylist, @brettfahlgren. Any guesses on who our lucky #Back2Business winner is? http://t.co/I3NcPuRzTO",2014-10-09
"Five Days to Save! Today thru Monday get discounts on fall faves, like 40% off men‚Äôs and women‚Äôs sweaters.SHOP NOW: http://t.co/dt4GDgR7aj",2014-10-09
"Channel your inner sexy tomboy with this lace inset sweatshirt. It‚Äôs our Top Pinned style of the week. http://t.co/zSrefGjpDh",2014-10-08
"Shop now through Monday and get $25 off every $75 you spend with promo code 1873. GET THE OFFER: http://t.co/CQSt6sTxQW",2014-10-08
"Time for new #fallfashion. Shop prepared: Get $50 off $150 online and in-store with promo code 1834.GET THE OFFER: http://t.co/j4cghIEfMF",2014-10-07
"Wanna win an Express giftcard? Follow us on Instagram @ExpressRunway &amp; learn how to play in our #StreetChic giveaway: http://t.co/VXp0iAZ5s9",2014-10-06
"Get $50 off $150 online and in-store with promo code 1834. Monday‚Äôs not so bad after all. 

GET THE OFFER: http://t.co/v6ayfkO0EP",2014-10-06
"Now through midnight, get an additional 40% off already reduced items in the Express After Party Sale. SHOP NOW: http://t.co/FipXsNqFUa",2014-10-05
"Get ready for a hot October. Our new fall styles have arrived. #fallfashion http://t.co/7LArrMFe1h",2014-10-05
"A no-brainer for your morning after. Use code 1746 to get $15 off $50, $35 off $100, or $80 off $200. GET THE OFFER: http://t.co/fRjlA40vV6",2014-10-05
"Tonight, get down with your bad (and animal friendly) self in a (minus the) leather jacket.  #fallfashion #layers http://t.co/1IJqU2sH2x",2014-10-04
"An impeccably smooth silk tie, a formal occasion, and you. #doingitright http://t.co/dVE8keqS5S",2014-10-04
"Get it before it's gone. Use code 1746 thru Sunday to get $15 off $50, $35 off $100, or $80 off $200. GET THE OFFER: http://t.co/8dlhaVfQKW",2014-10-04
"LAST CHANCE TO CAST YOUR #BACK2BUSINESS VOTE! Text your vote for a chance to win prizes from @Expresslife + @GQReport http://t.co/osNIbOMiQK",2014-10-03
"Celebrating all things Mean Girls and kicking back in track pants, because it's Friday and we can. #ItsOctober3rd #casualfriday",2014-10-03
"Don't blow it up. Get up to 70% off in the Express end of season sale. SHOP NOW: http://t.co/OBlYaEPywm http://t.co/BSA8P9Et59",2014-10-02
"Love the #1MX? Follow us on Insta @ExpressRunway for a chance to win a limited edition style of your favorite shirt.",2014-10-02
"Time to go shopping. Use code 1746 'til Sunday to get $15 off $50, $35 off $100, or $80 off $200. GET THE OFFER: http://t.co/yB7mIw9RWJ",2014-10-02
"This wool blend stadium coat is the ultimate in sporty chic outwear. It‚Äôs also our top Pinned style of the week. http://t.co/VMJRJ0DhZ7",2014-10-01
"Q3: What new products are you hoping to expand into with @VROUlife? @MrozJeff",2014-09-19
"A1: I have to stick to my schedule - first thing every morning I grab a bottle of @VROUlife and get to the gym @MrozJeff #fitlife",2014-09-18
"Q2: How do you balance your fit lifestyle when running a new business? @MrozJeff",2014-09-18
"A1: We feel it's important to connect consumers to the healthiest nutrients while understanding that convenience is essential @MrozJeff",2014-09-18
"Q1: How do you project the healthy lifestyle of your business to consumers? @MrozJeff",2014-09-18
"Our last #Back2Business entrepreneur of the night - @MrozJeff the co-founder of @VROUlife a sports drink line w/ all the essential vitamins",2014-09-18
"A3: I would hire an assistant so I could better balance my own life! @Hrostoski",2014-09-18
"Q1: What would you do if you won the grant from Express and GQ? @Hrostoski",2014-09-18
"A2: I hosted my own 3 day seminar - The Conference for Men in San Diego. It was inspiring watching 100 men dive deeper into their lives",2014-09-18
"Q2: Tell us about one of the most inspirational moments in your life @Hrostoski",2014-09-18
"A1: Balancing the challenges of being in a relationship and being successful in business @Hrostoski",2014-09-18
"Q1: What is a common problem that guys ask for your advice on? @Hrostoski",2014-09-18
"Next up on our #Back2Business chat is Mike @Hrostoski He coaches men on becoming more confident and successful",2014-09-18
"A3: Externally - jeans + a button down. Internally - my @datafoxco tee. First 5 to RT will get one! http://t.co/BXjEmlM7Nu",2014-09-18
"Q3: How does fashion play a role in your day-to-day business life? @bastiaanjanmaat",2014-09-18
"A2: We offers free advice through @datafoxco &amp; complimentary accounts for non-profits @bastiaanjanmaat",2014-09-18
"Q2: What is your advice to people who can't afford your software? @bastiaanjanmaat",2014-09-18
"A1: I like to show our product @datafoxco to students so they can qualify high growth companies to work for @bastiaanjanmaat",2014-09-18
"Q1: What is the most effective way to get people to sign up for your services? @bastiaanjanmaat",2014-09-18
"Ok @bastiaanjanmaat its your turn! Bastiaan is the founder of @datafoxco - a company that ranks tech companies to help out investors",2014-09-18
"A3: Your pie is only so big, you have to find the best way to slice it #FoodPun @NickTaranto",2014-09-18
"Q3: What is the most difficult thing about being an entrepreneur and a new dad? @NickTaranto",2014-09-18
"A2: There's a pan-seared wasabi tuna with avocado that we have and it is amazing #holytuna @NickTaranto",2014-09-18
"Q2: What is your favorite dish that @plated offers? @NickTaranto",2014-09-18
"A1: You have to stand for 2 min saying nothing while they capture the intro shot - it's super intense",2014-09-18
"Q1: What was the most intimidating thing about being on #sharktank? @NickTaranto",2014-09-18
"Ok first up for our #Back2Business Q&amp;A is @NickTaranto co-founder and co-CEO of @plated",2014-09-18
"Time to get the party started! Don't forget to send in all your #Back2Business Qs. Twitter chat starts @ 630 http://t.co/VZusWF8t3i",2014-09-18
"Need inspiration for your next¬†#startup? Ask our¬†entrepreneurs how they got started. Send us your Qs for our live chat @ 630p #back2business",2014-09-18
"Ok #NYC let's do this! Stay tuned for a behind-the-scenes look at our #Back2Business party with #GQ http://t.co/j5bNbTEGGq",2014-09-18
"Hey guys, need some fashion advice for your next big interview? Send your Qs &amp; our #GQ entrepreneurs will give you tips. Live chat @ 6:30pm",2014-09-18
"New 5 star Review on SEQUIN EMBELLISHED MIDI SKIRT: Fabulous Skirt - Must Have! http://t.co/pNgsT3VDm5 #EXPRESS",2014-09-18
"Today + tomorrow = 2 days to save! Get $10 off $30, $30 off $75, or $60 off $150 with promo code 1521. GET THE OFFER: http://t.co/FdevglMqgQ",2014-09-18
"Our Top Pinned outfit of the week - this tunic stole our hearts, too. FOLLOW US ON PINTEREST: http://t.co/UDJFIa0RHh http://t.co/8E7HyAr6li",2014-09-17
"Denim is a girl‚Äôs best friend in the fall - and it's all 40% off! SHOP NOW: http://t.co/JfxtQVF2iQ http://t.co/z5eJuAZZ5R",2014-08-31
"Get chillin‚Äô in some chinos. Bonus - they're all 40% off! SHOP NOW: http://t.co/xzNCEmm32w http://t.co/ZOpuUE1odD",2014-08-31
"The Innovator, the Agent, the Photographer, or the Producer ‚Äî they're all 40% off! SHOP NOW: http://t.co/ILekMvlb1N http://t.co/J6fleUDIBv",2014-08-30
"Too many Portofino shirts? No such thing. And they're 40% off this weekend! SHOP NOW: http://t.co/oNwsipdQF9 http://t.co/IVhqyK4ikw",2014-08-30
"Make a seamless transition to fall with the help of Cosmo‚Äôs Fashion Director @ayakanai. Check out the blog for tips! http://t.co/Q3bqsts8YK",2014-08-29
"Stock up on fitted short sleeve styles - every single item is 40% off! SHOP NOW: http://t.co/hvhe8Qph2I http://t.co/u4hl1fqmhp",2014-08-29
"Your holiday weekend to-do list: Shop our sales at http://t.co/4ZRhV88JQq, spend $50+, get free shipping. SHOP NOW: http://t.co/QNtYdj4ItR",2014-08-29
"Style blogger @psimadethis applied a dose of #DIY to a pair of our jeans.  Check 'em out: http://t.co/Ng80V1JKXo http://t.co/qpaNMlANGJ",2014-08-29
"Here‚Äôs your chance to try that dress you've been eyeing - every single item is 40% off! SHOP NOW: http://t.co/UQsfYpYem4",2014-08-29
"After all these years, bow tie, you‚Äôre still the one. Happy #NationalBowTieDay http://t.co/pFQc213D9O",2014-08-28
"One long weekend, 5 days to save! Get 40% off every item, now through Monday. SHOP NOW: http://t.co/5Zf43ANDu5 http://t.co/QOcTc8Inuy",2014-08-28
"That is one badass jacket for fall &amp; it‚Äôs our Top Pin of the week! 
FOLLOW US ON PINTEREST: http://t.co/96S1cJw1jS http://t.co/JuLX7Uv3bW",2014-08-27
"#TrendAlert - delicate layered necklaces are so right-now http://t.co/CMEvxDx1C3",2014-08-27
"New for September: Totally hot two-pieces (and how good does @KateUpton look?!) #fallfashion #ootd http://t.co/btFcSpm6yg",2014-08-27
"Bonus Denim Days!  Women's Jeans are $39.90 and Men's Jean's $49.90. SHOP NOW: http://t.co/YcNsHXUh9P http://t.co/sDKPS2XkcI",2014-08-26
"Wait, what #GwenStefani ?! It's ok, she still killed it on that #Emmys red carpet",2014-08-26
"High slits, back cut-outs and lots of red! ‚Äú@WhoWhatWear: See the stars who RULED the #Emmys #redcarpet. #Emmys2014 https://t.co/e1ZaEnFY7q‚Äù",2014-08-26
"Alright, alright, alright! Is #MatthewMcConaughey pulling off that blue &amp; black combo? #Emmys",2014-08-26
"Holy makeout! #BryanCranston is REALLY happy for #JuliaLouisDreyfus Ì†ΩÌ≤ã #Emmys",2014-08-26
"Earrings aren't enough - celebs are upping their bling to ear cuffs on the #Emmys Red Carpet tonight. We see you #TaylorSchilling &lt;3  #OITNB",2014-08-26
"Looks like red is actually the new black on the #Emmys Red Carpet! #OITNB",2014-08-25
"Don‚Äôt miss the Denim Sale! All Women‚Äôs Jeans are $39.90 &amp; All Men‚Äôs Jeans are $49.90. You need ‚Äòem for Fall SHOP NOW: http://t.co/ZrpvluwujM",2014-08-25
"This has turned into the #BeyMAs ...and we're not mad #yonce #VMAs",2014-08-25
"#Usher is rocking that white monochromatic look like he's headed to Diddy's White Party! You dig?",2014-08-25
"#ArianaGrande is her 4th outfit at the #VMAs Which one do you like best?",2014-08-25
"Katy trying to pull a Britney on the red carpet...Yes? Or no? #VMAs",2014-08-25
"#MTVVMAs2014 are about to kick off! Beyonce? Taylor? Iggy? Nicki? Who do you want to see?!",2014-08-25
"Shop the After Hours Sale &amp; keep the weekend going! From 6pm - midnight get an extra 50% off sale items. SHOP NOW: http://t.co/9I45NL4ClU",2014-08-25
"Final days for the August EXP Extra! Get Double Points on Jeans when you purchase with your EXPRESS NEXT Credit Card. http://t.co/aqzBnAxQgX",2014-08-23
".@NickTaranto &amp; @plated just got an offer on @ABCSharkTank ! Want to vote 4 him in our @GQReport #back2business contest? Text NICK to 397737",2014-08-23
"Tearing your closet apart for a Friday night outfit? Stop right there‚Ä¶and check out this hot two-piece. http://t.co/fQBHY9wsJQ",2014-08-22
"Hey guys, we've got some exciting stuff coming your way tomorrow... #expressjeans http://t.co/FOqRHM3FyW",2014-08-11
"The After Party Sale is on! Get an additional 50% off sale from now ‚Äòtil midnight. SHOP NOW: http://t.co/mi2LvjbE6U http://t.co/oBHKJtwqgO",2014-08-11
"Last day to shop more/save more! Get 20% off $50, 30% off $100 and 40% off $200 with promo code 1063. GET THE OFFER: http://t.co/EudRvwVc3q",2014-08-10
"Style blogger @closet_freaks  shows off his fave way to wear Alec Super Skinny Jeans. #expressjeans http://t.co/8DktBxHy1A",2014-08-10
"Today &amp; tomorrow, get 20% off $50, 30% off $100 and 40% off $200 w/ code 1063. GET THE OFFER: http://t.co/4VEmT9U8ri http://t.co/hbmasVYxFF",2014-08-09
"The perfect shoe for the office to out of town. http://t.co/qsvqC7m6u3",2014-08-08
"The clock's ticking! It's the last day to get $25 off $75 with promo code 1028. GET THE OFFER: http://t.co/yISUjBWjRK http://t.co/YsVp7QVtke",2014-08-08
"Your #ExpressJeans lookin' good today? Tag us in a pic w/ #EXPsweeps &amp; get the chance to win 1 of 5 giftcards RULES: http://t.co/6OljpLYx01",2014-08-07
"Get $25 off $75 w/ code 1028 - go grab the stuff you‚Äôre dying to buy. GET THE OFFER: http://t.co/66G1wjRLaq http://t.co/HsdClIVP3j",2014-08-07
".@KateUpton + Denim 4Ever  #expressjeans http://t.co/mvqULUek8N",2014-08-07
"The Top Pinned style of the week is this mesh skater dress! FIND US ON PINTEREST: http://t.co/ZkbiTZ98u7 http://t.co/r40vOajnKT",2014-08-06
"No, not really. But hang in there. #humpday http://t.co/d49DmTpxKk",2014-08-06
"Love #ExpressJeans? Tag us in a pic &amp; get the chance to win 1 of 5 gift cards using #EXPsweeps",2014-08-06
"Never risk a dead phone again with this hot Tech Clutch w/ built-in battery. FIND OUT MORE: http://t.co/BreuIinC56 http://t.co/785dtabBU4",2014-08-06
"Fashion blogger @BrooklynBlonde looking adorable in our Slim Flare Jeans. #expressjeans http://t.co/w8XvpbWUPC",2014-08-05
"Jeans that make you look this jaw dropping? Sign. Us. Up. #expressjeans http://t.co/nWTT6bsQrc",2014-08-05
"Follow us on Insta @ ExpressRunway to find out more about our partnership with @GQMagazine this fall! #Back2Business http://t.co/Xe61U5NigP",2014-08-04
"Get $30 off $100 or $60 off $200 w/ code 1003. Only today. Only online. SHOP NOW: http://t.co/FgIkHoNjZC http://t.co/0OYkK4WTCp",2014-08-04
"It‚Äôs our model @missjourdandunn's birthday! Make sure to give her lots of love Ì†ºÌæÇ http://t.co/H0NXsB5qug",2014-08-04
"New EXP Extra! Get DOUBLE POINTS on every pair of Jeans purchased with your EXPRESS NEXT Credit Card. http://t.co/MRcBlyvY4Y",2014-08-03
"Happy #SistersDay! Tag your sister (or BFF that‚Äôs just as close) in the comments and show her a little love. &lt;3 http://t.co/IcA5wnJxYF",2014-08-03
"You‚Äôve only got ONE DAY! Get $10 off $30, $30 off $75 and $75 off $150 w/ code 9955. SHOP NOW: http://t.co/UeH5HKa56d http://t.co/7UPA3UTjN8",2014-08-03
".@KateUpton's Fave: ‚ÄúI wear the Editor Pant with flats and a t-shirt for the weekend.‚Äù http://t.co/G1V7Z9uiUt",2014-08-01
"It‚Äôs #NationalGirlfriendDay ‚Ä¶take your lady out and buy her a drink tonight! Ì†ºÌΩ∏ http://t.co/GV2eXl9WNt",2014-08-01
"Last day, dudes! Get $25 off every $75 with code 9924. SHOP NOW: http://t.co/XiaOROB2HN http://t.co/nY1nenVRg7",2014-07-31
"Get your hands on our Top Pinned style of the week! This jacket is perfect for the office or an upscale brunch. http://t.co/C53mFu2Rd8",2014-07-30
"A day-to-night look with attitude. Get tips on how to transform your office outfit here! http://t.co/WlhNH7q9KP http://t.co/LCpYadFwXO",2014-07-18
"Oh, it‚Äôs only the hottest model on the planet wearing our denim jacket. NBD. @KateUpton http://t.co/vqdvkEixKL",2014-07-18
"Buyday Friday! Last day for $20 off $50, $40 off $100 + $80 off $200 w/ code 9853 SHOP NOW: http://t.co/Rl4gi3Ixtn http://t.co/lr2wen8nQ4",2014-07-18
"The best thing about jeans is they go with almost anything. How are you wearing your #expressjeans this summer? http://t.co/n05u8QHcpk",2014-07-18
"Suit yourself! All separates are buy 1, get 1 50% off.  SHOP NOW: http://t.co/lzcDOD5tyr http://t.co/UfgFUhl5Td",2014-07-17
"Today &amp; tomorrow get $20 off $50, $40 off $100 and $80 off $200 w/ code 9853. SHOP NOW: http://t.co/vDVNaGeWzi http://t.co/KL9UC4aULu",2014-07-17
